score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-13b-chat-hf,0.36,0.2857142857142857,0.2,25.0,21.0,15.0,0.02057142857142857,0.2
0.0,10,0.05,choice_factuality,low_q25,command-nightly,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.4166666666666667,0.15,0.3125,24.0,40.0,32.0,0.01953125,0.15
0.0,10,0.05,choice_factuality,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf,tiiuae/falcon-7b-instruct,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.2,0.47368421052631576,0.18518518518518517,15.0,19.0,27.0,0.017543859649122806,0.18518518518518517
0.0,10,0.05,choice_factuality,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.35294117647058826,0.13513513513513514,0.1754385964912281,17.0,37.0,38.0,0.008367500627562549,0.13513513513513514
0.0,10,0.05,choice_factuality,low_q25,command,gpt-4-1106-preview,models/chat-bison-001,command > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command,0.3333333333333333,0.13513513513513514,0.17391304347826086,27.0,37.0,23.0,0.007833920877399137,0.13513513513513514
0.0,10,0.05,choice_factuality,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > gpt-3.5-turbo,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.13043478260869565,0.14814814814814814,0.36,23.0,27.0,25.0,0.006956521739130434,0.13043478260869565
0.0,10,0.05,choice_factuality,low_q25,command,command-light,meta-llama/Llama-2-70b-chat-hf,command > command-light,command-light > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > command,0.2857142857142857,0.2571428571428571,0.07692307692307693,28.0,35.0,26.0,0.0056514913657770794,0.07692307692307693
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,tiiuae/falcon-7b-instruct,claude-2.1,gpt-3.5-turbo > claude-2.1,tiiuae/falcon-7b-instruct > gpt-3.5-turbo,claude-2.1 > tiiuae/falcon-7b-instruct,0.16666666666666666,0.2,0.16666666666666666,42.0,20.0,24.0,0.005555555555555555,0.16666666666666666
0.0,10,0.05,choice_factuality,low_q25,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.2857142857142857,0.3333333333333333,0.05405405405405406,21.0,15.0,37.0,0.005148005148005148,0.05405405405405406
0.0,10,0.05,choice_factuality,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.1724137931034483,0.13513513513513514,0.1875,29.0,37.0,32.0,0.004368592730661697,0.13513513513513514
0.0,10,0.05,choice_factuality,low_q25,command-nightly,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,command-nightly > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.20588235294117646,0.0625,0.3125,34.0,32.0,32.0,0.0040211397058823525,0.0625
0.0,10,0.05,choice_factuality,low_q25,claude-2,claude-2.1,tiiuae/falcon-7b-instruct,claude-2 > claude-2.1,claude-2.1 > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > claude-2,0.21739130434782608,0.16666666666666666,0.0967741935483871,23.0,24.0,31.0,0.0035063113604488073,0.0967741935483871
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.05555555555555555,0.25925925925925924,0.20588235294117646,36.0,27.0,34.0,0.002965383684337932,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,meta-llama/Llama-2-7b-chat-hf,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,0.16666666666666666,0.08333333333333333,0.2,24.0,24.0,25.0,0.002777777777777778,0.08333333333333333
0.0,10,0.05,choice_factuality,low_q25,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.058823529411764705,0.1754385964912281,25.0,34.0,38.0,0.002063983488132095,0.058823529411764705
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-nightly,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.058823529411764705,0.4166666666666667,0.08333333333333333,34.0,24.0,24.0,0.0020424836601307186,0.058823529411764705
0.0,10,0.05,choice_factuality,low_q25,command-light,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,command-light > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.1724137931034483,0.0625,0.1724137931034483,29.0,32.0,29.0,0.001857907253269917,0.0625
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,gpt-4-1106-preview,models/chat-bison-001,claude-instant-1 > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.11764705882352941,0.13513513513513514,0.11428571428571428,34.0,37.0,35.0,0.0018169429934135819,0.11428571428571428
0.0,10,0.05,choice_factuality,low_q25,command,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > command,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.13333333333333333,0.07692307692307693,0.16129032258064516,30.0,26.0,31.0,0.0016542597187758478,0.07692307692307693
0.0,10,0.05,choice_factuality,low_q25,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > mistralai/Mistral-7B-Instruct-v0.1,0.08333333333333333,0.16,0.12121212121212122,24.0,25.0,33.0,0.0016161616161616162,0.08333333333333333
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-3.5-turbo > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.05555555555555555,0.2857142857142857,0.1,36.0,21.0,20.0,0.0015873015873015873,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,tiiuae/falcon-7b-instruct,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > gpt-3.5-turbo,0.05405405405405406,0.14285714285714285,0.2,37.0,28.0,20.0,0.0015444015444015446,0.05405405405405406
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,tiiuae/falcon-7b-instruct,command-nightly,gpt-3.5-turbo > command-nightly,tiiuae/falcon-7b-instruct > gpt-3.5-turbo,command-nightly > tiiuae/falcon-7b-instruct,0.05555555555555555,0.2,0.13043478260869565,36.0,20.0,23.0,0.0014492753623188406,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,command-nightly,mistralai/Mistral-7B-Instruct-v0.1,command,command-nightly > command,mistralai/Mistral-7B-Instruct-v0.1 > command-nightly,command > mistralai/Mistral-7B-Instruct-v0.1,0.058823529411764705,0.15384615384615385,0.14285714285714285,34.0,26.0,28.0,0.001292824822236587,0.058823529411764705
0.0,10,0.05,choice_factuality,low_q25,command-nightly,gpt-3.5-turbo,claude-2,command-nightly > claude-2,gpt-3.5-turbo > command-nightly,claude-2 > gpt-3.5-turbo,0.15384615384615385,0.05555555555555555,0.14814814814814814,26.0,36.0,27.0,0.0012662234884457107,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,gpt-3.5-turbo,gpt-4,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4 > gpt-3.5-turbo,command-nightly > gpt-4,0.05555555555555555,0.14285714285714285,0.15384615384615385,36.0,21.0,26.0,0.001221001221001221,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,command-nightly,gpt-3.5-turbo,command,command-nightly > command,gpt-3.5-turbo > command-nightly,command > gpt-3.5-turbo,0.058823529411764705,0.05555555555555555,0.37142857142857144,34.0,36.0,35.0,0.0012138188608776844,0.05555555555555555
0.0,10,0.05,choice_factuality,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.14285714285714285,0.15384615384615385,0.05405405405405406,21.0,26.0,37.0,0.0011880011880011881,0.05405405405405406
0.0,10,0.05,choice_factuality,low_q25,command,command-nightly,claude-instant-1,command > claude-instant-1,command-nightly > command,claude-instant-1 > command-nightly,0.3333333333333333,0.058823529411764705,0.058823529411764705,24.0,34.0,34.0,0.0011534025374855825,0.058823529411764705
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.16666666666666666,0.07142857142857142,0.08333333333333333,24.0,28.0,24.0,0.000992063492063492,0.07142857142857142
0.0,10,0.05,choice_factuality,low_q25,mistralai/Mistral-7B-Instruct-v0.1,models/chat-bison-001,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001 > mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-7b-chat-hf > models/chat-bison-001,0.16,0.10344827586206896,0.058823529411764705,25.0,29.0,34.0,0.000973630831643002,0.058823529411764705
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,claude-instant-1 > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-instant-1,0.11764705882352941,0.0625,0.07142857142857142,34.0,32.0,28.0,0.0005252100840336134,0.0625
0.0,10,0.05,choice_factuality,low_q25,claude-instant-1,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > gpt-3.5-turbo,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.0625,0.05405405405405406,0.08333333333333333,32.0,37.0,24.0,0.00028153153153153153,0.05405405405405406
0.0,10,0.1,choice_factuality,low_q25,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,0.30434782608695654,0.16,0.5,23.0,25.0,24.0,0.024347826086956525,0.16
0.0,10,0.1,choice_factuality,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-13b-chat-hf,0.36,0.2857142857142857,0.2,25.0,21.0,15.0,0.02057142857142857,0.2
0.0,10,0.1,choice_factuality,low_q25,command-nightly,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.4166666666666667,0.15,0.3125,24.0,40.0,32.0,0.01953125,0.15
0.0,10,0.1,choice_factuality,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf,tiiuae/falcon-7b-instruct,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.2,0.47368421052631576,0.18518518518518517,15.0,19.0,27.0,0.017543859649122806,0.18518518518518517
0.0,10,0.1,choice_factuality,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.35294117647058826,0.13513513513513514,0.1754385964912281,17.0,37.0,38.0,0.008367500627562549,0.13513513513513514
0.0,10,0.1,choice_factuality,low_q25,command,gpt-4-1106-preview,models/chat-bison-001,command > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command,0.3333333333333333,0.13513513513513514,0.17391304347826086,27.0,37.0,23.0,0.007833920877399137,0.13513513513513514
0.0,10,0.1,choice_factuality,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > gpt-3.5-turbo,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.13043478260869565,0.14814814814814814,0.36,23.0,27.0,25.0,0.006956521739130434,0.13043478260869565
0.0,10,0.1,choice_factuality,low_q25,gpt-3.5-turbo,tiiuae/falcon-7b-instruct,claude-2.1,gpt-3.5-turbo > claude-2.1,tiiuae/falcon-7b-instruct > gpt-3.5-turbo,claude-2.1 > tiiuae/falcon-7b-instruct,0.16666666666666666,0.2,0.16666666666666666,42.0,20.0,24.0,0.005555555555555555,0.16666666666666666
0.0,10,0.1,choice_factuality,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.1724137931034483,0.13513513513513514,0.1875,29.0,37.0,32.0,0.004368592730661697,0.13513513513513514
0.0,10,0.1,choice_factuality,low_q25,claude-instant-1,gpt-4-1106-preview,models/chat-bison-001,claude-instant-1 > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.11764705882352941,0.13513513513513514,0.11428571428571428,34.0,37.0,35.0,0.0018169429934135819,0.11428571428571428
0.0,25,0.0,choice_factuality,low_q25,command,command-light,meta-llama/Llama-2-70b-chat-hf,command > command-light,command-light > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > command,0.2857142857142857,0.2571428571428571,0.07692307692307693,28.0,35.0,26.0,0.0056514913657770794,0.07692307692307693
0.0,25,0.0,choice_factuality,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.1724137931034483,0.13513513513513514,0.1875,29.0,37.0,32.0,0.004368592730661697,0.13513513513513514
0.0,25,0.0,choice_factuality,low_q25,command-nightly,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,command-nightly > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.20588235294117646,0.0625,0.3125,34.0,32.0,32.0,0.0040211397058823525,0.0625
0.0,25,0.0,choice_factuality,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.05555555555555555,0.25925925925925924,0.20588235294117646,36.0,27.0,34.0,0.002965383684337932,0.05555555555555555
0.0,25,0.0,choice_factuality,low_q25,command-light,gpt-4,models/chat-bison-001,command-light > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > command-light,0.40540540540540543,0.037037037037037035,0.1875,37.0,27.0,32.0,0.002815315315315315,0.037037037037037035
0.0,25,0.0,choice_factuality,low_q25,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.058823529411764705,0.1754385964912281,25.0,34.0,38.0,0.002063983488132095,0.058823529411764705
0.0,25,0.0,choice_factuality,low_q25,command-light,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,command-light > gpt-4-1106-preview,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.1724137931034483,0.0625,0.1724137931034483,29.0,32.0,29.0,0.001857907253269917,0.0625
0.0,25,0.0,choice_factuality,low_q25,claude-instant-1,gpt-4-1106-preview,models/chat-bison-001,claude-instant-1 > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.11764705882352941,0.13513513513513514,0.11428571428571428,34.0,37.0,35.0,0.0018169429934135819,0.11428571428571428
0.0,25,0.0,choice_factuality,low_q25,command,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > command,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.13333333333333333,0.07692307692307693,0.16129032258064516,30.0,26.0,31.0,0.0016542597187758478,0.07692307692307693
0.0,25,0.0,choice_factuality,low_q25,command-nightly,mistralai/Mistral-7B-Instruct-v0.1,command,command-nightly > command,mistralai/Mistral-7B-Instruct-v0.1 > command-nightly,command > mistralai/Mistral-7B-Instruct-v0.1,0.058823529411764705,0.15384615384615385,0.14285714285714285,34.0,26.0,28.0,0.001292824822236587,0.058823529411764705
0.0,25,0.0,choice_factuality,low_q25,command-nightly,gpt-3.5-turbo,claude-2,command-nightly > claude-2,gpt-3.5-turbo > command-nightly,claude-2 > gpt-3.5-turbo,0.15384615384615385,0.05555555555555555,0.14814814814814814,26.0,36.0,27.0,0.0012662234884457107,0.05555555555555555
0.0,25,0.0,choice_factuality,low_q25,command-nightly,gpt-3.5-turbo,command,command-nightly > command,gpt-3.5-turbo > command-nightly,command > gpt-3.5-turbo,0.058823529411764705,0.05555555555555555,0.37142857142857144,34.0,36.0,35.0,0.0012138188608776844,0.05555555555555555
0.0,25,0.0,choice_factuality,low_q25,command-light,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light > gpt-3.5-turbo,gpt-3.5-turbo > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.22580645161290322,0.030303030303030304,0.1724137931034483,31.0,33.0,29.0,0.001179762025145785,0.030303030303030304
0.0,25,0.0,choice_factuality,low_q25,command-nightly,gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1,command-nightly > gpt-4-1106-preview,gpt-4-1106-preview > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > command-nightly,0.20588235294117646,0.037037037037037035,0.15384615384615385,34.0,27.0,26.0,0.0011731188201776436,0.037037037037037035
0.0,25,0.0,choice_factuality,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.16666666666666666,0.037037037037037035,0.1754385964912281,30.0,27.0,38.0,0.0010829542993285683,0.037037037037037035
0.0,25,0.0,choice_factuality,low_q25,mistralai/Mistral-7B-Instruct-v0.1,models/chat-bison-001,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001 > mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-7b-chat-hf > models/chat-bison-001,0.16,0.10344827586206896,0.058823529411764705,25.0,29.0,34.0,0.000973630831643002,0.058823529411764705
0.0,25,0.0,choice_factuality,low_q25,command-light,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.034482758620689655,0.15,0.1724137931034483,29.0,40.0,29.0,0.0008917954815695601,0.034482758620689655
0.0,25,0.0,choice_factuality,low_q25,command-nightly,timdettmers/guanaco-33b-merged,command,command-nightly > command,timdettmers/guanaco-33b-merged > command-nightly,command > timdettmers/guanaco-33b-merged,0.058823529411764705,0.3125,0.037037037037037035,34.0,32.0,27.0,0.0006808278867102397,0.037037037037037035
0.0,25,0.0,choice_factuality,low_q25,mistralai/Mistral-7B-Instruct-v0.1,timdettmers/guanaco-33b-merged,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged > mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,0.16,0.02702702702702703,0.15,25.0,37.0,40.0,0.0006486486486486486,0.02702702702702703
